id,score,term,topic,dropdown
181,0.6798922,perpetrator,0,murder
182,0.6763545,raping,0,murder
183,0.6730771,complicity,0,murder
184,0.6694612,acquittal,0,murder
185,0.8162011,catholicism,1,murder
186,0.7555104,murder,1,murder
187,0.7144240,christianity,1,murder
188,0.7136579,protestantism,1,murder
189,0.6868958,murders,1,murder
190,0.6454496,murdering,1,murder
191,0.6418177,persecutions,1,murder
192,0.6374002,murderer,1,murder
193,0.6355421,anglicanism,1,murder
194,0.6330394,complicity,1,murder
195,0.6312455,persecution,1,murder
196,0.6289323,catholics,1,murder
197,0.6244115,killings,1,murder
198,0.6240708,lutheranism,1,murder
199,0.6187218,catholic,1,murder
200,0.6184750,apostasy,1,murder
201,0.6173267,crimes,1,murder
202,0.6112934,confession,1,murder
203,0.6090054,murdered,1,murder
204,0.6059867,conviction,1,murder
205,0.6041105,convictions,1,murder
206,0.6025563,kidnapping,1,murder
207,0.6016793,religion,1,murder
208,0.6010544,protestant,1,murder
209,0.8075821,protestantism,2,murder
210,0.7537384,murder,2,murder
211,0.7255234,catholicism,2,murder
212,0.6938961,murders,2,murder
213,0.6938554,christianity,2,murder
214,0.6837871,protestant,2,murder
215,0.6790524,protestants,2,murder
216,0.6733606,lutheranism,2,murder
217,0.6534158,calvinism,2,murder
218,0.6506810,persecutions,2,murder
219,0.6450938,murderer,2,murder
220,0.6420785,heresy,2,murder
221,0.6419473,apostasy,2,murder
222,0.6417861,persecution,2,murder
223,0.6405322,crimes,2,murder
224,0.6360107,confession,2,murder
225,0.6343394,murdering,2,murder
226,0.6335237,convictions,2,murder
227,0.6318256,complicity,2,murder
228,0.6302616,conviction,2,murder
229,0.7879438,orthodoxy,3,murder
230,0.7355124,murder,3,murder
231,0.6592118,christianity,3,murder
232,0.6536824,murders,3,murder
233,0.6510913,heresy,3,murder
234,0.6464966,orthodox,3,murder
235,0.6386135,catholicism,3,murder
236,0.6338950,persecutions,3,murder
237,0.6321117,murderer,3,murder
238,0.6240942,protestantism,3,murder
239,0.6227676,apostasy,3,murder
240,0.6210441,convictions,3,murder
241,0.6198058,conviction,3,murder
242,0.6172316,murdering,3,murder
243,0.6108631,confession,3,murder
244,0.6054393,heretical,3,murder
245,0.6052534,crimes,3,murder
246,0.6051036,persecution,3,murder
247,0.5987576,paganism,3,murder
248,0.5949824,murderers,3,murder
249,1.0000000,adultery,0,adultery
250,0.7583524,infidelity,0,adultery
251,0.7203402,incest,0,adultery
252,0.7152065,immorality,0,adultery
253,0.6984965,extramarital,0,adultery
254,0.6707043,unfaithful,0,adultery
255,0.6625109,sodomy,0,adultery
256,0.6582784,intercourse,0,adultery
257,0.6527332,molestation,0,adultery
258,0.6463812,blasphemy,0,adultery
259,0.6393283,rape,0,adultery
260,0.6371700,sinful,0,adultery
261,0.6369207,marital,0,adultery
262,0.6365060,immoral,0,adultery
263,0.6345477,marriage,0,adultery
264,0.6225739,divorce,0,adultery
265,0.6158555,scandalous,0,adultery
266,0.6151028,chastity,0,adultery
267,0.6117605,apostasy,0,adultery
268,0.6076846,drunkenness,0,adultery
269,0.8343023,catholicism,1,adultery
270,0.8212387,adultery,1,adultery
271,0.7504833,protestantism,1,adultery
272,0.7385171,christianity,1,adultery
273,0.7040850,apostasy,1,adultery
274,0.6981635,immorality,1,adultery
275,0.6832458,infidelity,1,adultery
276,0.6751224,celibacy,1,adultery
277,0.6744180,anglicanism,1,adultery
278,0.6690300,idolatry,1,adultery
279,0.6636556,homosexuality,1,adultery
280,0.6600699,blasphemy,1,adultery
281,0.6537365,lutheranism,1,adultery
282,0.6499048,religion,1,adultery
283,0.6479935,polygamy,1,adultery
284,0.6384550,incest,1,adultery
285,0.6353757,catholics,1,adultery
286,0.6323536,excommunication,1,adultery
287,0.6297609,marriage,1,adultery
288,0.6288187,marital,1,adultery
289,0.8312129,protestantism,2,adultery
290,0.8247809,adultery,2,adultery
291,0.7474030,catholicism,2,adultery
292,0.7221677,apostasy,2,adultery
293,0.7156645,christianity,2,adultery
294,0.7124295,immorality,2,adultery
295,0.6955814,calvinism,2,adultery
296,0.6946291,lutheranism,2,adultery
297,0.6910170,protestants,2,adultery
298,0.6874582,infidelity,2,adultery
299,0.6867630,protestant,2,adultery
300,0.6722337,idolatry,2,adultery
301,0.6667908,blasphemy,2,adultery
302,0.6643511,celibacy,2,adultery
303,0.6631719,homosexuality,2,adultery
304,0.6604050,heresy,2,adultery
305,0.6601525,anglicanism,2,adultery
306,0.6474311,polygamy,2,adultery
307,0.6461190,calvinist,2,adultery
308,0.6458797,toleration,2,adultery
309,0.8086776,orthodoxy,3,adultery
310,0.8068327,adultery,3,adultery
311,0.7091713,apostasy,3,adultery
312,0.6883116,immorality,3,adultery
313,0.6869947,christianity,3,adultery
314,0.6790375,heretical,3,adultery
315,0.6716043,catholicism,3,adultery
316,0.6709215,heresy,3,adultery
317,0.6684461,protestantism,3,adultery
318,0.6654091,celibacy,3,adultery
319,0.6632256,infidelity,3,adultery
320,0.6621270,idolatry,3,adultery
321,0.6501512,judaism,3,adultery
322,0.6487972,blasphemy,3,adultery
323,0.6450023,excommunication,3,adultery
324,0.6434771,homosexuality,3,adultery
325,0.6404641,repentance,3,adultery
326,0.6280933,polygamy,3,adultery
327,0.6280921,orthodox,3,adultery
328,0.6257374,heretics,3,adultery
329,1.0000000,steal,0,steal
330,0.7909227,stealing,0,steal
331,0.7730362,stole,0,steal
332,0.7548049,steals,0,steal
333,0.7230832,stolen,0,steal
334,0.6624355,retrieve,0,steal
335,0.6589892,kidnap,0,steal
336,0.6406583,destroy,0,steal
337,0.6249745,smuggle,0,steal
338,0.6138490,kidnaps,0,steal
339,0.6126563,robbing,0,steal
340,0.6017003,kill,0,steal
341,0.5986780,sneak,0,steal
342,0.5933715,disguise,0,steal
343,0.5886540,tricking,0,steal
344,0.5827665,unbeknownst,0,steal
345,0.5823131,stash,0,steal
346,0.5816807,sneaks,0,steal
347,0.5815306,discover,0,steal
348,0.5814184,distract,0,steal
349,0.7844295,catholicism,1,steal
350,0.5454438,steal,1,steal
351,0.6567046,protestantism,1,steal
352,0.6460631,christianity,1,steal
353,0.6096237,anglicanism,1,steal
354,0.5982576,lutheranism,1,steal
355,0.5808266,religion,1,steal
356,0.5799757,catholics,1,steal
357,0.5797738,catholic,1,steal
358,0.5647976,orthodoxy,1,steal
359,0.5642473,stole,1,steal
360,0.5639679,kidnap,1,steal
361,0.5606173,protestant,1,steal
362,0.5507641,smuggle,1,steal
363,0.5476767,calvinism,1,steal
364,0.5464881,devout,1,steal
365,0.6619371,stealing,1,steal
366,0.5436792,protestants,1,steal
367,0.5434839,betray,1,steal
368,0.5425437,profess,1,steal
369,0.5370708,heretical,1,steal
370,0.5341337,seduce,1,steal
371,0.5332764,idolatry,1,steal
372,0.5331281,paganism,1,steal
373,0.7687741,protestantism,2,steal
374,0.6902857,catholicism,2,steal
375,0.6599479,lutheranism,2,steal
376,0.6593176,protestant,2,steal
377,0.6504688,steal,2,steal
378,0.6441263,calvinism,2,steal
379,0.6435242,protestants,2,steal
380,0.6287391,christianity,2,steal
381,0.6026238,anglicanism,2,steal
382,0.5968121,reformation,2,steal
383,0.5924306,calvinist,2,steal
384,0.5806038,heretical,2,steal
385,0.5804160,lutherans,2,steal
386,0.5679739,catholics,2,steal
387,0.5677147,orthodoxy,2,steal
388,0.5664764,fundamentalism,2,steal
389,0.5656539,evangelicals,2,steal
390,0.5615136,methodism,2,steal
391,0.5604643,confessing,2,steal
392,0.5602925,fundamentalists,2,steal
393,0.7736162,orthodoxy,3,steal
394,0.6691754,steal,3,steal
395,0.6499457,orthodox,3,steal
396,0.5990585,heretical,3,steal
397,0.5653824,catholicism,3,steal
398,0.5638941,believers,3,steal
399,0.5622161,gnosticism,3,steal
400,0.5620626,christianity,3,steal
401,0.5525035,stole,3,steal
402,0.5472796,heretics,3,steal
403,0.5430124,mystical,3,steal
404,0.5426246,profess,3,steal
405,0.5415277,fundamentalists,3,steal
406,0.5412652,gnostic,3,steal
407,0.5403882,christendom,3,steal
408,0.5390780,adherents,3,steal
409,0.5390158,betray,3,steal
410,0.5357532,protestantism,3,steal
411,0.5352552,monasticism,3,steal
412,0.5328700,judaism,3,steal
